"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1786745643219968081","Sat May 04 13:12:12 +0000 2024","1677","THE SEVEN THE AHGABONG EVERYTHING IS SO PERFECT ABOUT THIS DRONE SHOW #ENCOREAREA52DAY https://t.co/PTBwGdQuHL","1786745643219968081","https://pbs.twimg.com/ext_tw_video_thumb/1786743522064060416/pu/img/aPVlzCIglh_9uMJF.jpg","","en","she/her","29","0","722","https://twitter.com/tuansmk/status/1786745643219968081","1347490349556486145","tuansmk"
"1786742897976783129","Sat May 04 13:01:17 +0000 2024","13501","I don t think yall understand just how much this meant to Bambam. It was always his dream to perform at Ramajangala &amp; now he was able to sold out the stadium all alone. His family &amp; friends watching him make history #ENCOREAREA52DAY #แบมแบมอินราชมังกร https://t.co/Dy3LkoJg1O","1786742897976783129","https://pbs.twimg.com/ext_tw_video_thumb/1786740248611045376/pu/img/FPT8bZKoPQ2wOTj5.jpg","","en","she/her","557","38","3360","https://twitter.com/defsoulars_/status/1786742897976783129","1240977005123751937","defsoulars_"
"1786819416472399964","Sat May 04 18:05:21 +0000 2024","307","ต่างชาติ : aye aye aye ไทยแลนด์ : โย่ว โย่ว ปาย ปาย ฮึบ ฮึบ #ENCOREAREA52DAY #แบมแบมอินราชมัง @BamBam1A https://t.co/oCXAd6x7FI","1786819416472399964","https://pbs.twimg.com/amplify_video_thumb/1786819118366392320/img/_ozpuilE6Z2mlNoq.jpg","","th","AREA52","1","0","394","https://twitter.com/mootyBB/status/1786819416472399964","3831993613","mootyBB"
"1786707622466642022","Sat May 04 10:41:07 +0000 2024","50","BamBam ~TIPPY TOE New.Version #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/giV4X2WQgb","1786707622466642022","https://pbs.twimg.com/ext_tw_video_thumb/1786707253158121472/pu/img/2vAWlOw2aZg-v4iD.jpg","","en","","1","0","65","https://twitter.com/ppleRtch/status/1786707622466642022","152525340","ppleRtch"
"1786761783543570576","Sat May 04 14:16:20 +0000 2024","1634","Hard Carry #BAMBAMENCOREAREA52INBKK #แบมแบม #BAMBAM #뱀뱀 #ENCOREAREA52DAY #แบมแบมอินราชมัง #วันไหลราชมัง https://t.co/VnAvU7uQAy","1786761783543570576","https://pbs.twimg.com/ext_tw_video_thumb/1786761624168390656/pu/img/IDROg17eg8a3Mv0E.jpg","","en","","31","0","1432","https://twitter.com/RChutimon/status/1786761783543570576","945028468978225152","RChutimon"
"1786762152843653288","Sat May 04 14:17:48 +0000 2024","6405","BAMBAM AND SEULGI DUMB DUMB DUMB 2024 VERSION #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/1CsHttgKZ8","1786762152843653288","https://pbs.twimg.com/ext_tw_video_thumb/1786762069183987712/pu/img/SRFHJFG9m2ifYq_u.jpg","","en","","256","12","4035","https://twitter.com/kunpbam1a/status/1786762152843653288","1436788871338020868","kunpbam1a"
"1786762608718270704","Sat May 04 14:19:37 +0000 2024","952","BESTIES #BamBam #뱀뱀 @BamBam1A #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/KQ7K8YGRnD","1786762608718270704","https://pbs.twimg.com/ext_tw_video_thumb/1786762002033201152/pu/img/8tBY33W0hscUaoFQ.jpg","","en","🇵🇭","24","0","363","https://twitter.com/cyjprint/status/1786762608718270704","1198447426392059905","cyjprint"
"1786749321175797886","Sat May 04 13:26:49 +0000 2024","2300","Seulgi is such a sweetheart ️ #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/FIRxqyOhyh","1786749321175797886","https://pbs.twimg.com/ext_tw_video_thumb/1786748179742150656/pu/img/vT4TEh4sngz5mL6a.jpg","","en","","37","0","1479","https://twitter.com/tuanxcoco/status/1786749321175797886","4429976174","tuanxcoco"
"1786742648876757166","Sat May 04 13:00:18 +0000 2024","2975"," No I'm not finished Just beginning Until I know oh oh oh~ #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/UNHmxWY4aA","1786742648876757166","https://pbs.twimg.com/amplify_video_thumb/1786740503603798016/img/GJxjDLmYzlCwhziX.jpg","","en","IG: ot7ahga","193","20","870","https://twitter.com/OT7Ahga/status/1786742648876757166","1202054194326331392","OT7Ahga"
"1786706481817211307","Sat May 04 10:36:35 +0000 2024","37","tippy toe #ENCOREAREA52DAY #แบมแบมอินราชมัง #BamBam @BamBam1A https://t.co/3kWhrQ7zRZ","1786706481817211307","https://pbs.twimg.com/ext_tw_video_thumb/1786706367379918848/pu/img/lx8xK12YzsIUL49V.jpg","","en","","0","0","40","https://twitter.com/iamn_92/status/1786706481817211307","813984188990750720","iamn_92"
"1786792604677665151","Sat May 04 16:18:48 +0000 2024","472","Dumb Dumb x #SeulgiArea52inBKK #BAMBAMxSEULGI #แบมแบมอินราชมัง #ENCOREAREA52DAY https://t.co/mKXk2G2XdL","1786792604677665151","https://pbs.twimg.com/ext_tw_video_thumb/1786792554215972864/pu/img/jwY8yVmgSt1rJPhi.jpg","","en","28 Reasons","7","0","350","https://twitter.com/lorladin/status/1786792604677665151","258238506","lorladin"
"1786759558209372456","Sat May 04 14:07:29 +0000 2024","509","my home @BamBam1A #뱀뱀 #BamBam #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK https://t.co/5OzaUckgg0","1786759558209372456","https://pbs.twimg.com/ext_tw_video_thumb/1786759368106790912/pu/img/ztxZ8ekHDVWjB4dm.jpg","","en","","3","0","284","https://twitter.com/pbjy0922/status/1786759558209372456","1096000068560113664","pbjy0922"
"1786737817009189323","Sat May 04 12:41:06 +0000 2024","600","Pandora remix in Rajamangala National Stadium literally got goosebumps from the beat drop and scale of the stage #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/XmpEysigPB","1786737817009189323","https://pbs.twimg.com/ext_tw_video_thumb/1786733820831735808/pu/img/gbCmPX6gwi71Z0v8.jpg","","en","IG: ot7ahga","15","1","316","https://twitter.com/OT7Ahga/status/1786737817009189323","1202054194326331392","OT7Ahga"
"1786767713433743755","Sat May 04 14:39:54 +0000 2024","2523","can we officially claim seulgi as an honorary got7 member now look at her getting hyped for fly chorus #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/0MGlCgZKsT","1786767713433743755","https://pbs.twimg.com/ext_tw_video_thumb/1786765101112156160/pu/img/ANt3DW8_jEldz7al.jpg","","en","","53","2","958","https://twitter.com/arsblink/status/1786767713433743755","1095295598939394049","arsblink"
"1786757586815000839","Sat May 04 13:59:39 +0000 2024","7223","Bambam's power #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #BamBam https://t.co/2MqegInUX1","1786757586815000839","https://pbs.twimg.com/media/GMvWjACWcAASc7c.jpg","","en","","128","1","8012","https://twitter.com/Once_lilies/status/1786757586815000839","1748716485080387585","Once_lilies"
"1786771004783722617","Sat May 04 14:52:58 +0000 2024","563","Bambam dancing to Dumb dumb dumb by Red Velvet through the years #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/YG3iKpoDXl","1786771004783722617","https://pbs.twimg.com/ext_tw_video_thumb/1786770943735713792/pu/img/O-t1uuOs7xIi3qsZ.jpg","","en","out of place.","5","1","194","https://twitter.com/arscnvshr/status/1786771004783722617","1458298306124136448","arscnvshr"
"1786745352646750399","Sat May 04 13:11:02 +0000 2024","2184","The drones forming 7 and the ahgabong while GOT7 s Believe is playing ahgases in Rajamangala National Stadium living the dream tonight #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/do7DOTMPzE","1786745352646750399","https://pbs.twimg.com/amplify_video_thumb/1786741379982598144/img/SFH9B6el8NyxIRUb.jpg","","en","IG: ot7ahga","97","0","1037","https://twitter.com/OT7Ahga/status/1786745352646750399","1202054194326331392","OT7Ahga"
"1786756003050233971","Sat May 04 13:53:22 +0000 2024","2428","Omg save us #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/b98yrRM3En","1786756003050233971","https://pbs.twimg.com/ext_tw_video_thumb/1786755399145955328/pu/img/stqxUPF3sFWn2HZz.jpg","","en","","62","0","1935","https://twitter.com/tuanxcoco/status/1786756003050233971","4429976174","tuanxcoco"
"1786791125631799465","Sat May 04 16:12:55 +0000 2024","367","Seeing Seulgi during encore wearing an AREA52 BAMBAM shirt performing DUMB DUMB with BamBam...using the watercanon...singing and jumping to GOT7 songs??? Never in my life. Thank you for this BamBam #ENCOREAREA52DAY #แบมแบมอินราชมัง #SeulgixBamBam #SeulgiArea52inBKK https://t.co/vNEONiVUhk","1786791125631799465","https://pbs.twimg.com/ext_tw_video_thumb/1786790597623435265/pu/img/Iwj5rLFrXl0UOzNS.jpg","","en","","4","0","103","https://twitter.com/Allinanutshelll/status/1786791125631799465","1576664005","Allinanutshelll"
"1786734433363718415","Sat May 04 12:27:39 +0000 2024","356","Sour &amp; Sweet ค่ะ #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/4WRKiYafuD","1786734433363718415","https://pbs.twimg.com/ext_tw_video_thumb/1786733017203171328/pu/img/cx5A0i3Dw1kOnPKK.jpg","","en","Thailand","2","2","390","https://twitter.com/BamBamBooster/status/1786734433363718415","1209027920854839296","BamBamBooster"
"1786759537233625228","Sat May 04 14:07:24 +0000 2024","2833","BAMBAM DRERM COME TRUE สวยมาก #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/Xy3GtvlVnF","1786759537233625228","https://pbs.twimg.com/ext_tw_video_thumb/1786759492547616768/pu/img/-j7CSjR1b19N-Ogt.jpg","","en","ชาติ​ ศาสนา​ พระ​มหา​คิงแท​ยอน","13","3","2572","https://twitter.com/MMayMinnie/status/1786759537233625228","521057864","MMayMinnie"
"1786775125775298828","Sat May 04 15:09:21 +0000 2024","615","The transition from BamBam to Ahgase tonight s drone show was magical #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/dOjyXYdEVV","1786775125775298828","https://pbs.twimg.com/ext_tw_video_thumb/1786771822484291584/pu/img/PJLQnBFGeUMYW7gw.jpg","","en","IG: ot7ahga","14","3","282","https://twitter.com/OT7Ahga/status/1786775125775298828","1202054194326331392","OT7Ahga"
"1786736019200782837","Sat May 04 12:33:57 +0000 2024","1458","Omg the bird sound at the start I m having so much goosebumps!!! #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/60JXQE3YSL","1786736019200782837","https://pbs.twimg.com/ext_tw_video_thumb/1786734171379179520/pu/img/ICSEhs9s7b_nLF1f.jpg","","en","","34","0","980","https://twitter.com/tuanxcoco/status/1786736019200782837","4429976174","tuanxcoco"
"1786745137684754618","Sat May 04 13:10:11 +0000 2024","1632","Ahgabong drone show while he s singing believe?! fck my life for not witnessing it live #ENCOREAREA52DAY #แบมแบมอินราชมังกร https://t.co/De8rFXgyy3","1786745137684754618","https://pbs.twimg.com/ext_tw_video_thumb/1786741393203027968/pu/img/wbO25bJXFbthSB-4.jpg","","en","she/her","48","3","529","https://twitter.com/defsoulars_/status/1786745137684754618","1240977005123751937","defsoulars_"
"1786747139315699776","Sat May 04 13:18:08 +0000 2024","4879","Who Are You!!!!! #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/gK5a8gCwfG","1786747139315699776","https://pbs.twimg.com/ext_tw_video_thumb/1786746889247031296/pu/img/_jjzc7-Ia0_apVZO.jpg","","en","","282","0","4246","https://twitter.com/tuanxcoco/status/1786747139315699776","4429976174","tuanxcoco"
"1786757580389491174","Sat May 04 13:59:38 +0000 2024","2037","GOT7 fan chant with beautiful fireworks!!! #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/OcIYbDLadh","1786757580389491174","https://pbs.twimg.com/ext_tw_video_thumb/1786756130825490432/pu/img/wCWgwUv0P7PRRCMD.jpg","","en","","43","0","1574","https://twitter.com/tuanxcoco/status/1786757580389491174","4429976174","tuanxcoco"
"1786757594981576868","Sat May 04 13:59:41 +0000 2024","179","Project to BamBam️ #BamBam_TOUR_AREA52 #BamBamAREA52ราชมัง #ENCOREAREA52DAY #BAMBAMENCOREAREA52INBKK #แบมแบมอินราชมัง https://t.co/7WPsTzhY9B","1786757594981576868","https://pbs.twimg.com/ext_tw_video_thumb/1786757554024198144/pu/img/3BQt2hb3X3QyVT1y.jpg","","en","","2","0","190","https://twitter.com/YonladaWanrang/status/1786757594981576868","732620813455626240","YonladaWanrang"
"1786763877318844619","Sat May 04 14:24:39 +0000 2024","451","from this to this #แบมแบมอินราชมัง #ENCOREAREA52DAY #BamBam @BamBam1A #Seulgi https://t.co/oGYlew90Cp","1786763877318844619","https://pbs.twimg.com/ext_tw_video_thumb/1786763457506799616/pu/img/bC4tW2fA-5klGoQc.jpg","","en","© to owners ","4","1","461","https://twitter.com/BambamHourly/status/1786763877318844619","1485627295733895174","BambamHourly"
"1786760292896030877","Sat May 04 14:10:24 +0000 2024","1111","he said GOT7 FOREVER #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMAREA52ENCOREinBKK https://t.co/3Rz2GhwjZR","1786760292896030877","https://pbs.twimg.com/amplify_video_thumb/1786758843340582912/img/QQ9OFw3-R5rjS-AO.jpg","","en","vi a jackson","17","1","549","https://twitter.com/uncoverwje/status/1786760292896030877","1321512117695111169","uncoverwje"
"1786794494417105244","Sat May 04 16:26:19 +0000 2024","175","Who Are You : BAMBAM x SEULGI #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/PXu4NwVp3N","1786794494417105244","https://pbs.twimg.com/amplify_video_thumb/1786793081460903936/img/_RUpQpVh5Az4kOAj.jpg","","en","","1","0","222","https://twitter.com/aewaewww/status/1786794494417105244","273392598","aewaewww"
"1786720438162506225","Sat May 04 11:32:02 +0000 2024","910","เนืองแน่น 2023-2024 BamBam THE 1ST WORLD TOUR ENCORE [AREA 52] in BANGKOK #ENCOREAREA52DAY #แบมแบมอินราชมัง #BamBam_TOUR_AREA52 https://t.co/1PA5ea2b7g","1786720438162506225","https://pbs.twimg.com/amplify_video_thumb/1786719579873660928/img/2U7TV-A5_SYCm32t.jpg","","en","Bangkok, Thailand","4","3","1044","https://twitter.com/feed_4_future/status/1786720438162506225","1050289093056245762","feed_4_future"
"1786711046646026749","Sat May 04 10:54:43 +0000 2024","17","TIPPY TOE Sound Check #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBK https://t.co/xdMjteNKRU","1786711046646026749","https://pbs.twimg.com/ext_tw_video_thumb/1786710924528902144/pu/img/2Ph9rfxRYfVt0R7a.jpg","","en","","0","0","17","https://twitter.com/MPoroxy/status/1786711046646026749","1562845703550173184","MPoroxy"
"1786735931053232388","Sat May 04 12:33:36 +0000 2024","72","WE MADE IT BAM! #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/RPKuGloCcX","1786735931053232388","https://pbs.twimg.com/ext_tw_video_thumb/1786735634343940096/pu/img/9hK0eQguLC0X43Jx.jpg","","en","ᴶᴬʸᴮ  ᴶᵘⁿᵍᵏᵒᵒᵏ  ᴶᵒʰⁿⁿʸ  ᴹᵃʳᵏ","0","0","61","https://twitter.com/cartoonlsm/status/1786735931053232388","186404473","cartoonlsm"
"1786766638022602968","Sat May 04 14:35:37 +0000 2024","1530"," Must Be Nice #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/7weDlc7UpE","1786766638022602968","https://pbs.twimg.com/ext_tw_video_thumb/1786765669369073664/pu/img/n-AD0TLlG5l74Lgn.jpg","","en","","27","0","1187","https://twitter.com/tuanxcoco/status/1786766638022602968","4429976174","tuanxcoco"
"1786764824376168555","Sat May 04 14:28:25 +0000 2024","1481","Can we just take a moment and appreciate BamBam s hard work for making sure he look the best for everyone? He worked so hard!!! #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/Zu754F7yDx","1786764824376168555","https://pbs.twimg.com/ext_tw_video_thumb/1786764738770407424/pu/img/oKXCRgssk81Vj06O.jpg","","en","","23","0","894","https://twitter.com/tuanxcoco/status/1786764824376168555","4429976174","tuanxcoco"
"1786756490864582779","Sat May 04 13:55:18 +0000 2024","2426","GOT7 FANCHANT AT THE RAJAMANGALA STADIUM #ENCOREAREA52DAY #แบมแบมอินราชมัง #뱀뱀 #BamBam @BamBam1A https://t.co/yHMd5PpCSB","1786756490864582779","https://pbs.twimg.com/ext_tw_video_thumb/1786756338644832256/pu/img/2GvTGhjnnnrM49Ou.jpg","","en","","71","1","1539","https://twitter.com/yugsmark/status/1786756490864582779","1188004376004169728","yugsmark"
"1786752995621024053","Sat May 04 13:41:25 +0000 2024","92","Who are you BamBam &amp; Seulgi #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam #Seulgi https://t.co/3DWDfSoHdH","1786752995621024053","https://pbs.twimg.com/ext_tw_video_thumb/1786747684747182081/pu/img/SIpPgY0JDXtPe3AM.jpg","","en","ตำแหน่งอยู่ไม่นานตำนานตลอดไป🥛","2","0","57","https://twitter.com/cherrymilkWang/status/1786752995621024053","878668651242463232","cherrymilkWang"
"1786760309946073359","Sat May 04 14:10:28 +0000 2024","1548","This is such a beautiful night THANK YOU BAMBAM #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/D16NpnYHQH","1786760309946073359","https://pbs.twimg.com/ext_tw_video_thumb/1786760044840992768/pu/img/AZcq3uvIKqfGIbaR.jpg","","en","","13","0","1176","https://twitter.com/tuanxcoco/status/1786760309946073359","4429976174","tuanxcoco"
"1786732083672670306","Sat May 04 12:18:19 +0000 2024","1050","INSANE STARTING!!!! #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/MopoPDdi72","1786732083672670306","https://pbs.twimg.com/ext_tw_video_thumb/1786730500159397888/pu/img/uyoy8MHbqOanYyZY.jpg","","en","","26","0","803","https://twitter.com/tuanxcoco/status/1786732083672670306","4429976174","tuanxcoco"
"1786707461640159290","Sat May 04 10:40:28 +0000 2024","864","Tippy Toe!! @BamBam1A #뱀뱀 #BamBam #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK https://t.co/3fIS7jnDr8","1786707461640159290","https://pbs.twimg.com/ext_tw_video_thumb/1786707243100217344/pu/img/Qzo_X9SoJnIA2iXd.jpg","","en","","30","0","590","https://twitter.com/pbjy0922/status/1786707461640159290","1096000068560113664","pbjy0922"
"1786767070530806214","Sat May 04 14:37:20 +0000 2024","1807"," Last Parade 2024 Summer What!!!!! #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/ueax4oEPrE","1786767070530806214","https://pbs.twimg.com/ext_tw_video_thumb/1786766674085224448/pu/img/3RDjgAupwK6Xk2K7.jpg","","en","","151","0","1542","https://twitter.com/tuanxcoco/status/1786767070530806214","4429976174","tuanxcoco"
"1786748999678214404","Sat May 04 13:25:32 +0000 2024","97","TIPPY TOE #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/CdMZXUD5OS","1786748999678214404","https://pbs.twimg.com/ext_tw_video_thumb/1786743687395127296/pu/img/_DNYEp2fH8-DxX6-.jpg","","en","รัฐนู่","0","0","103","https://twitter.com/MyLovebam2to/status/1786748999678214404","956442473915604992","MyLovebam2to"
"1786761826036047889","Sat May 04 14:16:30 +0000 2024","946","HARD CARRY #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/frQnToFLm4","1786761826036047889","https://pbs.twimg.com/ext_tw_video_thumb/1786761601523310592/pu/img/0oNOhkSjZRTQjuSa.jpg","","en","","17","0","779","https://twitter.com/tuanxcoco/status/1786761826036047889","4429976174","tuanxcoco"
"1786747549124112765","Sat May 04 13:19:46 +0000 2024","1321","bambam and seulgi performing who are you live for the first time i m never moving on #SeulgiArea52inBKK #ENCOREAREA52DAY #BAMBAMENCORAREA52INBKK https://t.co/8OmYDYwovV","1786747549124112765","https://pbs.twimg.com/ext_tw_video_thumb/1786746943127126016/pu/img/_cXIJTpcTt6rPcQM.jpg","","en","vi a jackson","28","2","852","https://twitter.com/uncoverwje/status/1786747549124112765","1321512117695111169","uncoverwje"
"1786757469991280657","Sat May 04 13:59:11 +0000 2024","2868","BAMBAM DREAM COME TRUE #แบมแบม #BAMBAM #뱀뱀 #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/MySA0mKdky","1786757469991280657","https://pbs.twimg.com/ext_tw_video_thumb/1786757422134231040/pu/img/o49sSGDnrKzKqv-P.jpg","","en","","39","0","3119","https://twitter.com/myspace_bs/status/1786757469991280657","4709767399","myspace_bs"
"1786731445144392108","Sat May 04 12:15:47 +0000 2024","573","Thank you come again ️ #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #แบมแบมอินราชมังกร #ENCOREAREA52DAY https://t.co/W8r6dZH3z0","1786731445144392108","https://pbs.twimg.com/ext_tw_video_thumb/1786731143657885696/pu/img/TIV8OdxngFHuD6Zh.jpg","","en","คิดก่อน✍🏻","4","2","484","https://twitter.com/ppgyug/status/1786731445144392108","1538859908657197056","ppgyug"
